default,student,balance,income
No,No,425.9869196,39772.75241
No,No,297.6808143,26586.53383
No,No,507.2462937,46106.23331
No,No,865.6970038,33541.046379561805
No,Yes,1265.527377,14672.25618
No,No,564.4113065,39643.53629
No,No,621.0412193,50804.675309325896
No,No,1205.59069,25920.86062
No,No,1943.9323,24193.60895
No,No,415.2887519,35790.13089
No,Yes,1169.420444,19879.24817
No,No,685.636884,49260.62537
No,No,781.9190193783189,54925.507788855706
No,No,651.3743295,44648.69641
No,No,490.2510328,49222.49138
No,No,976.2895424,35909.43829
No,No,1476.838123,41154.88175
No,No,752.9482339,62329.12133
No,No,511.605907,29914.17626
No,Yes,1384.3721317795098,21059.60487
No,Yes,1031.670446,22440.62198
No,Yes,1491.5074926674802,23636.16481
No,No,672.2363541380021,46336.05827
No,Yes,644.413564,23319.64913
No,No,539.5934291,9950.229447
No,Yes,0,17648.35555
No,No,919.8126372,44316.35833
No,No,1249.872794,50418.044517743096
No,No,539.8053161314119,35924.61001
No,No,1162.11326,49255.14433
No,No,944.4502979,47463.33358
No,No,0,29675.04039
No,Yes,1440.5287949044698,20882.01732
No,Yes,1558.471919,17470.4767
No,No,854.1406227,52239.80024
No,No,468.5494575,53273.91902
No,No,902.4974098532332,56947.86374
No,No,897.2856085,66547.91535
No,Yes,422.18941013318704,14366.56905
No,No,194.5759668,44543.781
No,Yes,487.51140380730993,17713.588667768898
No,No,1558.860467,42112.3133
No,No,630.0289508,43547.542174394905
No,No,1056.65463,30711.861208836097
No,No,1712.4700369829902,40395.346371765896
No,No,25.60294273,35464.247975740094
No,No,1384.850571,40131.49389
No,No,961.3657089672952,42619.07773
No,No,229.214974,68145.13373
No,No,778.791565,53219.527354095495
No,No,653.4362222,41440.928558742096
Yes,No,961.4888501,27717.615
No,No,1084.457564,33080.96538
No,Yes,869.6677558,20285.251777816105
No,No,818.334937,27390.83691
No,No,416.8611817717031,39672.5173
No,No,250.8352449,58139.02159
No,No,0,48411.0769
No,Yes,481.5883754,19623.46054
No,Yes,1506.911513,23375.64593
No,No,1100.0089313346302,34358.07468
No,No,220.6667528,64467.7334
No,Yes,789.2835878,20370.17371
No,No,41.35917584,47351.83354
No,No,382.9626972,43645.94779
No,No,567.9170514,28875.52181
No,No,244.5090864,33751.24507
No,Yes,815.341565,26064.365617944102
No,No,529.0726813,43914.67143
No,No,736.4185577,48660.15108
No,Yes,0,17744.92997
No,Yes,1260.341165,11696.677762783998
No,Yes,708.2135530286189,12092.31447
No,Yes,99.99761123,4376.810337328139
No,No,1143.3081800569698,48630.033841990495
No,Yes,892.3838609,17841.5227
No,No,1250.0472445382002,50883.71442
No,No,415.6553667,43389.66075
No,Yes,1058.867384,16059.83275
No,No,857.6996646,43162.67365
No,No,1429.767205,37255.9111
No,Yes,322.266857,19231.93909
No,No,572.1867296,35926.37624
No,No,1438.758473,24061.6476
No,Yes,1742.886938,20344.428006051003
No,No,325.2675938,39431.53540921951
No,No,1091.418551,43091.15686
No,No,1252.409529,53237.10354
No,No,607.4312695,34541.302
Yes,No,1258.764794,26331.3724
No,No,1026.702707,33915.04884
No,Yes,590.5662325548819,9143.396433
No,Yes,1218.170346,18918.37715
No,No,260.6188019,42125.14867
No,Yes,1498.0705912161402,13274.63056
No,No,909.9468758,53430.89543
No,Yes,1167.110583,18676.56977
No,No,923.6855831,38403.01062181741
No,Yes,1275.197078,15793.90917
No,No,709.2575197,23249.93691
No,No,682.9880122,41679.75979
No,No,1355.961899,25208.048859489503
No,Yes,1815.8892940180604,15490.02827
No,No,698.2917247296871,43876.16188
No,No,189.1298582,28827.21309
No,No,1418.7028402820802,35619.96673
No,No,670.4225823342019,53666.19234
No,No,206.0163452,38550.37667
No,No,1616.962125,47504.6645
No,No,995.5295996880768,24126.610360774303
No,No,591.0368363,30834.71179
No,No,1294.903234,52338.22146
No,Yes,1259.372813,22361.05474
No,Yes,1313.35267,17437.61583
No,No,0,24461.854460400897
No,Yes,769.4791217,27515.570928139303
No,Yes,571.5771218,15325.0791
No,No,756.0879107655679,49163.2233
No,No,183.4286922,39020.22886
No,No,1054.805589,52290.34067
No,No,1386.207726,44536.4873
No,No,596.1879849,45929.449178760704
No,Yes,1029.916975,16691.803287649098
No,No,417.5384554,31730.8666
No,No,1218.421391,40449.31171
No,No,210.7807881,46326.761121661904
Yes,No,1178.158858,44437.20214
No,No,997.6251137,30670.94715
No,No,637.902181,48425.72265
No,No,0,54245.1198
No,No,350.05185197819503,48411.986683536605
No,No,1517.918958,49400.17084
No,No,190.64110532077203,31463.41998
No,No,971.5836736,41278.41903
No,Yes,925.3906782,16427.57101
No,No,1637.8399215568202,34107.08056
No,No,224.5924725,27246.0453
No,No,255.117031,55980.074042527005
No,No,1201.016548,41585.83205
No,No,1075.570111,51370.209704490495
No,No,438.4202406,29899.822156939703
No,Yes,1246.437178,15756.71825
No,Yes,1655.1128600313098,17269.79891
No,No,1063.816802,38457.24929
No,No,1626.563799,43592.8405
No,No,409.40402,48746.43435
No,No,1018.673018,38421.81091
No,Yes,1090.891882,20421.95772
No,No,324.88541396763804,36555.39975
No,Yes,1085.1529658593302,20054.8985
No,Yes,869.7720610464011,18724.40368
No,Yes,608.8406483,24523.8541
No,Yes,1042.972565,9595.587571
No,Yes,1276.667762,19073.10852
No,No,928.0940903,55894.66202
No,No,1592.763904,35084.093171836605
No,No,0,39653.92321
No,No,340.999798,48058.38318301019
No,No,81.53186513,40847.81131
Yes,Yes,2145.607674,23516.19134
No,No,654.4160098,47244.70418
No,Yes,1155.7805770946302,15146.89646
No,No,1745.3135284347595,49090.128557115895
No,No,534.7848919,46138.43179
No,No,584.8374117,39553.1715
No,No,1365.556851,38511.3198
No,Yes,946.3671498,12532.65752
No,No,263.190295,34112.47197
No,Yes,1090.925059,18935.81822
No,No,835.1899280062261,44678.83175
No,No,1265.535986,35133.21729
No,No,357.5066215,66404.68311
No,Yes,564.0054409,16502.33737
No,No,817.9277097,59431.83918
No,No,1366.278621,41192.46265
No,No,836.3431371,34559.1584
No,No,0,27367.78266
No,Yes,780.2279181,25228.71073
No,No,995.8773192,52860.58494
No,No,0,22827.18449
No,No,554.3445862810009,31028.9242
No,No,1204.578841,39583.12053
No,No,1053.375879,39612.671941745895
No,No,821.4988469664751,39318.48939
No,Yes,470.9123472,24074.36465
No,Yes,1534.853735,21678.350965331298
No,No,1177.9768667691098,50811.75946
No,Yes,1151.899517,15097.51233
No,Yes,906.4390691,24662.29072
No,Yes,1513.5424366969698,13246.375279356298
No,No,740.8851865608211,34196.067455362005
No,No,1176.414512,57318.70197
No,No,208.29507905255696,37295.80198
No,Yes,375.3063048,19342.15809
No,Yes,953.1305453,18057.78649
No,No,280.9559003,37690.03348
No,No,399.1294716,38004.10498
No,No,1229.858122,58399.49667
No,No,1740.864107,46458.60612
No,Yes,795.1395535,24606.15429
No,No,584.8167761,47449.624238195705
No,No,1140.7482092077198,39017.07762
No,No,1202.316722,49914.52204
No,Yes,476.7204658,10516.86972
No,No,1059.872271,38698.67273
No,No,1367.108606,36427.42974
No,Yes,1604.7776592680402,23999.76034
No,Yes,1055.682537,25109.50847
No,No,367.61168718057405,44046.017514198895
No,Yes,0,18032.07378
No,No,543.8057414,31512.61059
No,No,192.62746293450803,38042.01839
No,No,1184.839953,34527.6868
No,Yes,1510.777233,19491.69407
No,No,801.6399094,37441.79212
No,No,631.0308358,44525.88999
No,No,279.1168757,30144.4325
No,No,674.0325618558901,54832.66573
No,Yes,957.6302042,15018.91365
No,No,274.4242206,31292.62745
No,No,1044.449897,43374.0041
No,No,319.807607,45202.6354
No,Yes,429.222463,19442.02909
No,No,835.5850236,41032.37131
No,No,2.788920349,54838.80551
No,Yes,867.4416448,16396.68236
No,Yes,271.7309257,14215.09288
No,No,404.1946521,41668.41958
No,No,1572.811108,18218.47436
No,No,730.6335593,42300.14687
No,No,0,56610.2365
No,No,1046.168559,46078.982308473496
No,No,514.8717738,50339.1918
No,Yes,1181.586009,22142.05215
No,No,0,45235.29087
No,No,272.2199278,47757.82441
No,No,1175.1255261274198,33284.20607
No,No,812.8896264,48563.79976
No,No,571.0415013,40389.44633
No,Yes,1041.147351,12488.73193
No,No,334.0194949,40916.03325
No,No,1402.601194,37273.593072847005
No,No,1569.870324,55938.76622
No,Yes,1035.966107,30531.61311
No,No,1376.1132406847698,63073.44514
No,Yes,668.6422289578289,20240.95496
No,No,0,36249.17499
No,No,1112.6556837135302,35159.21546
No,No,718.5798774,12571.68936
No,No,641.5503677,45574.49958
Yes,Yes,2125.792202,19539.148608589298
No,Yes,814.3541027879801,17973.50916
No,No,904.0336286,18898.31133
No,No,795.4973264,25336.32685
No,Yes,1753.598144,21130.91859
No,No,284.3956974,60840.80984
No,Yes,1300.8896934409802,14156.64567
No,No,1237.843391,31880.17559
No,No,563.4665953507949,31151.18709
No,Yes,6.727869735,21695.70276
No,No,661.5281862,58519.85979
No,No,630.7148446,53546.5706
No,No,721.1416860630119,40458.95421
No,Yes,360.00916016510104,18487.43325
No,No,751.0309852421781,45581.71886
No,No,572.4682971,52797.42938
No,Yes,242.4629888,23413.35959
No,No,199.4547896,57455.21016
No,No,477.5668171,16978.27113
No,Yes,1184.725034,19797.77015
No,Yes,604.7587402,19369.34923
No,No,384.3310694,34232.06923
No,No,1399.573561,23577.764509676403
No,No,328.7781476,48626.35674
No,No,271.0598661,30465.30757
No,Yes,145.0021215,19927.092098381298
No,Yes,344.1541116,20439.688107538503
No,No,985.7527395,22829.58798
No,Yes,1002.41925,17797.34371
No,Yes,1004.844323,20249.20743
No,No,483.41585161102097,53873.51265
No,No,1034.601162,41252.72833
No,Yes,854.6262002,16322.72259
No,No,796.8367297,29397.88409
No,No,535.6968565,55828.08177
No,Yes,1070.639261,14833.02918
No,No,0,30524.75601
No,No,1333.901206,23261.84654
Yes,No,1114.8321809341198,39776.99896
No,Yes,793.2480915853979,24314.68239
No,No,433.93529,26888.08734
No,Yes,1004.273646,17069.523570011497
No,Yes,1112.701189,20901.21374
No,No,298.7751394,33255.83885
No,No,796.8463462,20078.78923
No,Yes,969.3971625,17686.562
No,No,1075.118346,47566.78403
No,Yes,0,16451.94239
No,Yes,44.65556623,26346.81193
No,Yes,1000.7405858680198,14689.494679758898
No,No,1311.999313,26377.973954563706
Yes,Yes,2086.536165,17893.72137
No,No,697.0468594,38743.09318
No,No,1240.66425,30938.53745
No,Yes,726.7641457,16079.63675
No,No,633.5041871718701,40571.76652
No,Yes,386.156432,22527.64722
No,No,0,34701.19596
No,No,808.5935854302111,41222.35167
No,No,1384.3924536174402,35499.52693
No,No,713.067544,44413.751391132806
No,No,590.6765328,26673.8476
No,No,294.8446533,41591.77996
No,No,208.0077062,42399.52956
No,No,220.44932788161495,33213.32492
No,No,773.172691,49308.16489
No,No,1248.477058,37204.07352
No,No,634.1866103,32255.98924
No,No,678.1868937,55542.96963
No,No,1252.621497,27295.51793
No,Yes,1297.265043,16864.43489
No,No,0,38870.4968
No,No,1190.761292,27257.12253
No,No,196.515562,44226.63176975639
No,No,619.5592065,33476.667858075496
No,No,438.6250849,41454.72128
No,No,676.0988601,38571.41375030991
No,No,589.914146,49945.38900581231
No,No,1068.14635,27859.86445
No,No,1210.416122,45113.162523044695
No,Yes,390.3564738,9114.275289
No,No,1505.707167,35786.32716
No,No,490.0559754,35895.353909900696
No,No,123.2860681,47467.95895380269
No,No,563.2864112,51720.911526537006
No,No,409.16036810562304,45055.89747
No,Yes,781.6803963,21342.47871
No,No,870.3027256,24263.12744
No,No,509.1560111,47444.15145
No,No,1056.662484,39255.76331
No,No,394.99021443648303,41574.83351
No,Yes,1592.004647,19982.29006
No,No,0,49250.46410660519
No,No,1276.403278,52215.13403
Yes,No,2413.319449,38540.57271
No,No,210.12325939286305,58413.10367
Yes,No,2187.224846,42205.12305
No,No,1159.841945,43385.019042909706
No,No,1339.603177,46442.35377
No,Yes,793.3474509,11495.39314
No,Yes,163.5033913,17545.72664
No,No,867.6294827473779,43091.93599
No,Yes,1231.025804,13363.97805
No,No,312.4154887,47118.99943
No,Yes,758.4480112415649,20936.06864
No,Yes,1035.823468,13959.42045
No,No,763.7352796127541,44125.718725198494
No,Yes,728.5435561438679,12475.46073
No,No,1066.296558,42247.77855
No,No,338.7252717,37017.10149
No,No,264.9424906,39317.57391
No,No,1167.325681,43337.13006
No,No,553.7428862,39653.98309
No,No,485.7928417,38281.31479
No,No,485.9448148,46447.40528
No,No,690.4383030787731,66807.9363
Yes,No,1588.5262055792498,38014.568845018905
No,No,460.4301908,56002.2232
No,No,275.66021498824904,31259.9782
No,No,336.90711955838503,41907.71615
No,No,307.693119,42220.85392
No,Yes,1431.077694,20576.77995
No,Yes,787.6182494,11928.55523
No,Yes,1660.404013,18861.15466
No,No,0,41482.70163
No,No,1744.935803,43978.11235
No,Yes,758.3096627,12662.126
No,No,1173.462466,48396.50483
No,No,1335.541418,53354.84921
No,Yes,1434.849164,17459.03127
No,No,591.066666,43869.3159
No,No,862.7765105382001,49444.784650824295
No,Yes,1233.250011,16076.85426
No,Yes,911.7867777,20928.39244
No,No,0,43066.26756
No,No,286.928184,50618.72261
No,No,377.53449190574304,28045.59512
No,No,811.7924884616459,36874.61863
No,Yes,1856.6055955730897,17845.33685
No,No,607.8379922,33737.17549
Yes,Yes,2182.348954,22037.85969
No,Yes,1406.5676710753198,23050.88827
No,Yes,662.0906031,16310.794505836398
No,No,777.0162482392099,52797.93905
No,No,0,47236.97377
No,Yes,769.7114996,11262.63855
No,No,970.1847021,38784.459154975695
No,No,537.9266975,45615.19566
No,No,768.1548836,39701.93491
No,No,1150.0409232442698,19536.16037
No,No,902.5572891,32765.38813
No,No,442.8275798,42004.19673
No,No,100.8668444,31389.45857
No,Yes,904.0563158,23188.71514
No,No,1396.263723,24379.07154
No,No,1001.331745,47640.737
Yes,No,1631.615617,38906.95641
No,No,790.7405179,45900.297358015705
No,No,1097.393094,46807.081679595496
No,No,0,37598.86279
No,Yes,1262.835385,12406.99895
No,No,738.1929285676899,54491.14267
No,No,655.2677484,28642.58257
No,No,0,32944.99582
No,No,638.5403332127311,20607.4593
No,No,570.9308876,46840.72126
No,No,1056.4436619611802,31268.737
No,No,1522.8551547184302,35805.25597
No,No,977.3215555,35296.28141
No,No,743.5650136,28893.87601
No,No,352.03327791678595,38259.22409
No,No,318.2094608,48975.367428685495
No,Yes,674.8509392,15798.1346
No,No,268.9543495,55892.72711
No,Yes,1023.205479,17694.9656
No,No,718.1569168200571,42172.00521
No,No,843.2908052,41692.42221
No,No,866.729785,36452.72212
No,No,449.949322,38987.02486
No,No,459.101423,45043.6664
No,Yes,760.2195299,17657.98551
No,No,1160.827632,26022.952590555095
No,No,1317.512987,49285.54547
No,Yes,561.7818671,18470.28261
No,Yes,176.5338346,15175.58604
No,Yes,1059.236341,12601.47121
No,No,526.7984896,28491.4805
No,No,20.96450385,62862.75182681731
No,No,528.9424635,42134.27063026581
No,No,1561.53353,54594.84671
No,No,963.7228112,47605.76859
No,Yes,1227.365273,12128.14817
No,No,1209.377359,35071.31662
No,Yes,671.1758688,17564.95475
No,No,275.6246467,35761.3165
No,No,776.1888729586999,34140.98039
No,Yes,699.303115,19789.53066
No,Yes,606.1251346,16957.64876
No,Yes,1231.212923,20000.06255
Yes,No,1408.438085,48012.91357
No,No,338.4954707,34332.84324
No,No,1380.48149,24856.64306
No,No,1316.42181,45806.90151
No,No,1046.182045,48752.13176
No,Yes,904.684255,17281.11917
No,No,1281.520648,37665.29394
No,No,0,46597.495079408494
No,Yes,501.1116447,22393.27308
No,No,1085.95015,36532.71876
No,No,351.94510739298795,48726.04767102769
Yes,No,1803.170259,36192.63022
No,No,666.622349,44931.93975556231
No,No,154.703584,33162.19321
No,No,360.0891792,44448.915803189695
No,No,105.4410038,35291.46335
No,No,492.4282925,25848.9885
No,Yes,1232.422469,24093.296437292094
No,No,1154.398529,20457.22078
No,Yes,1113.3269644083698,14579.65698
No,Yes,699.6980374432401,22590.66798
No,Yes,1001.785683,24771.72694
No,Yes,1217.226947,16449.999
No,No,1156.933998,45325.34097
No,Yes,1637.450714,18766.85518
No,No,824.2414326,53320.28293542981
No,No,662.3428972,49885.01912
No,No,617.6407641606289,37604.933563855695
No,No,271.4519112,34863.1042
No,Yes,688.1812417,18755.95323
No,No,797.7091655673551,39677.697205130695
No,No,464.4043311,53215.93158
No,Yes,976.2022175,23191.7707
No,No,1430.766147,45672.51997
No,Yes,1208.144482,17721.29366
No,No,0,41960.1745
No,Yes,402.3587995,15256.48418
No,Yes,824.5143779101641,15309.27621
No,Yes,1060.878824,11041.3315
No,No,310.4959193,47427.32909
No,No,691.4184985859799,40232.65666
No,No,23.15226669,42016.89909
No,Yes,913.2761576,20446.203
No,No,970.8164382,35835.35508
No,No,1148.447538,39662.12241
No,No,1638.687046,38441.15803
No,Yes,0,19134.44475
No,Yes,1448.950207,28273.83539
No,Yes,1286.839756,17464.99353
No,No,762.0735995885941,48268.59139
No,No,977.5765275,51074.21274
No,No,368.7680524,45647.29761
No,No,267.9593388,46134.62266
No,Yes,503.1563883,18728.29694
No,No,0,48523.33555364441
No,No,282.6028771,56118.3224
No,No,748.0570433387219,47775.18082
No,No,999.6540136,27564.68871
No,No,494.66049603861296,47035.75468
No,No,1022.682388,22588.555472751603
No,Yes,1135.217871,19062.59687
No,No,707.8023303,40140.80045
Yes,Yes,1954.321689,17137.47372
No,Yes,1282.350409,7230.030470892241
No,No,808.6169215,23519.672554832003
No,Yes,1219.933751,21765.38212
No,No,481.8804217,44137.07950001519
No,No,409.4117491,53624.45775
No,No,1157.277347,31369.491940671094
Yes,No,1424.93289,27668.95224
No,No,0,58825.61513
No,No,687.0691307,34434.21823
No,No,1435.662933,31507.08928
No,No,188.54410204096504,49697.23178764519
No,No,1084.387499,34558.61578
No,No,644.6185908,37452.06721
No,No,1345.563131,38602.11298
No,Yes,733.7194635334711,27165.479980470496
No,Yes,744.1780148,20773.6274
No,No,0,29542.0254
No,Yes,1395.9618816456198,23717.85111
Yes,No,1920.242332,57242.98341
No,No,538.4132679,40773.94146
No,Yes,385.6982623,18352.43625
No,Yes,1350.757577,19692.91878
No,No,1567.763856,39201.24186
No,No,753.6868883482471,42230.64777
No,No,72.37195337,28717.94062
No,Yes,675.0360244,21115.79312
No,Yes,980.16435,13713.50223
No,Yes,910.3836047,19163.80699
No,Yes,1262.884299,14340.50794
No,No,621.3127192,39372.077190937904
No,No,643.4026386,50208.82372
No,Yes,728.2592917,13438.98556
No,No,459.2602277,59731.28878
No,No,289.6166642,49066.83365
No,Yes,784.7466141,11642.92229
No,Yes,712.5947732068761,18441.02612
No,No,1096.003601,52030.9726
No,Yes,435.4855311,19899.75457
No,No,688.0224701,29019.81789
No,No,599.4283586,36654.64817
No,No,68.75629448,45811.74294
No,Yes,765.1369986388139,14290.26763
No,No,1273.124571,57688.56804655559
No,No,1078.621061,46060.084766199296
No,No,1677.348956,44972.70986312191
No,No,531.7561839,42365.07367
No,Yes,631.1726124,11075.89406
No,No,1081.478534,34072.643814138704
No,No,368.5153456,60953.82479
No,No,343.7269991,38054.5554
No,No,1715.2826888901902,60137.63368
No,No,450.3355798,20080.10212
No,No,740.5807734,20717.54444
No,No,0,26237.47434
No,No,475.86903871408094,35621.69112
No,Yes,1383.745059,14633.98588
No,Yes,406.4823849,22708.90108
No,No,857.2615656983859,34406.61082
No,Yes,1637.235201,16751.16975
No,No,1094.315872,34854.34239
No,No,1213.127074,47848.04790312111
No,Yes,1074.746406,22729.30865
No,Yes,1010.212633,13469.86665
No,No,416.1282864,21960.62456
No,Yes,675.8413465,17801.47436
No,No,0,36338.8485
No,No,867.3041732,29541.04315
No,No,843.9073034,23956.51937
No,No,766.43043,39078.796999589504
No,No,1286.537233,46337.123893308206
No,No,1142.935154,34401.66711
No,Yes,925.4112876,15120.33562
No,Yes,1110.453823,14965.43739
No,Yes,938.6059755,24392.10404
No,No,321.0397429,37026.58716
No,No,943.3876407,39415.59565
No,No,511.5987702,54002.51166
No,No,743.8495986293981,24303.46763
No,No,1089.577061,46890.2154
No,No,0,46275.363468830896
No,No,0,31511.657464695498
No,No,1282.321247,37437.71096
No,No,1373.796792,36888.92841
No,No,1228.3343,43577.66949
No,No,1536.7883119105302,34734.86388
No,No,735.4704341333639,53312.53053
No,Yes,1142.427605,26114.40315
No,No,1490.715076,36417.40004
No,No,880.0328325249159,60203.88156364139
No,No,2.8430148402231903,39923.8193
Yes,Yes,2066.695603,10470.636
Yes,No,2343.797513,51095.29393
No,No,929.7454816906352,36071.52426
No,Yes,764.6277906742359,26188.0695
No,No,504.6044952,31870.01829
No,No,685.2069414,40555.79988
No,No,473.027458,43016.86073
No,No,1302.553499,32235.05245
No,No,435.0041342,30828.860392734903
No,No,601.8385009,37697.37005
No,No,456.7636577,50160.6337
No,No,1065.042918,37747.104051663504
No,No,1153.3318961114098,37936.08708
No,No,59.63300148,35709.73846
No,Yes,1106.430674,16960.694124838898
No,Yes,1106.453525,14840.93813
No,Yes,385.430994,21619.66341
No,No,0,45025.51165
No,No,727.957482,53606.97314
No,No,1028.777609,36276.08514
No,Yes,1035.916689,10607.90614
No,No,974.5977187,25316.85875
No,No,772.8092199,39944.6072
No,No,1014.973979,41993.64061
No,Yes,0,10276.25611
No,Yes,1403.789341,22893.960515092203
No,No,580.4233413,25926.23509
No,No,499.5507444,45954.67124
No,Yes,748.2362054053469,11613.22295
No,No,568.0939695,31392.066948711097
No,No,1366.725774,35425.51208
No,No,511.6788941,32693.85088
No,Yes,678.2178753,19979.69399
No,Yes,1692.42056,7761.342903952571
No,No,631.8045978811219,32752.519255789703
No,No,585.0500546,34297.56527
No,No,1173.490792,44134.74487
No,No,544.2374276208519,43306.62114
Yes,Yes,1985.3217386756305,22248.40266
No,No,1011.060904,38001.7121
No,No,1231.214517,48156.35756
No,No,875.842483,45524.5322
No,No,1516.065384,59194.23921
No,No,563.1212611467611,30226.48272
No,Yes,1244.566927,21717.47587
No,Yes,1215.643468,16403.68576
No,No,1077.747127,30133.25763
No,Yes,1393.916368,16658.48308
No,No,803.5700674105459,45353.97068
No,No,916.7492378,58469.933561268495
No,No,147.0493336,52074.5107
No,No,734.4727806203099,46805.55302
No,Yes,996.205915,13647.53574
No,No,1883.200207,47438.25571391991
No,No,1271.115698,40578.31618585951
No,No,173.73341805180303,32480.53398
No,No,1004.187665,37132.65721
No,Yes,2033.362496,18549.74539
No,No,269.3578618,40883.18547
No,No,441.701436,44227.91027
No,No,1471.608629,61385.59987
No,Yes,1133.822004,16602.02802
No,No,843.3526611,51736.91025
No,No,250.4683325,42309.08282
No,No,1569.728273,30604.28645
No,Yes,995.3471118,11690.74126
Yes,No,1572.34559,37895.17307
No,No,1570.416179,49501.81038
No,No,645.931623,39695.62726
No,No,1001.853011,32748.63094
No,Yes,905.2312955,15699.89846
No,Yes,859.3796898,19287.5037
No,No,1670.8502848611802,54442.2662
No,No,391.2566276678981,33651.40556
No,No,670.0082484,35919.79677
No,No,1036.053835,44869.46019
No,No,481.9894913,19240.314286612906
No,Yes,542.7692556,17664.88143
No,Yes,887.2889243,17409.03112
No,Yes,1465.849554,17678.73631
No,Yes,1545.6374598646898,13959.99367
No,No,262.7913362,28974.750549096803
No,Yes,793.7963758,21172.40412
No,No,1192.766158,45902.50755
No,Yes,1120.320878,29045.4068
No,Yes,514.1994977940091,21482.03481
No,No,710.7604275,53050.48538
No,No,1176.243271,27956.7829
Yes,No,1805.5595880080105,40119.78783
No,No,124.8284595,39478.30007
No,No,1056.993239,45489.89668
No,Yes,904.9946707,19108.74233
No,No,1402.120138,41275.64547
No,No,7.069530292,48711.63749
No,Yes,733.7833904,16124.35425
No,No,612.960653,43392.88709
No,No,998.704699,46697.777772868205
No,No,1078.457001,33001.126514815696
No,No,638.4763864,53034.55233
No,Yes,890.0481045,15156.91913
No,No,815.6821325,53817.27975
No,No,1276.98265,40611.34869
No,No,671.1857708,44120.64174
No,No,818.2843466,48490.81219
No,No,1371.330899,35820.62983
No,No,897.4957561,47816.41161
No,Yes,699.6964224,17318.88187
No,No,848.9407381366209,35534.98389
No,No,0,27297.90952
No,Yes,1660.861064,13694.85645
No,No,1475.5038468372102,44769.12214
No,No,0,22431.45354
No,No,1186.964356,33439.8364
No,No,844.4038026,36854.63634
No,Yes,1540.308824,15241.01588
No,No,679.7075808761609,29534.82146
Yes,No,1650.578,31514.25965
No,Yes,614.7838595,18487.23371
No,No,1379.6780438177302,31766.2936
No,Yes,770.1055385,15284.71993
No,No,1209.540282,40805.77763
No,Yes,1380.9698186013502,13633.43347
No,No,1349.106443,28340.43736
No,Yes,1051.3938528344502,23520.425995395897
No,Yes,428.4258220560041,15446.95803
No,No,1714.18603,52779.08882
No,Yes,1647.801283,15392.21298
No,No,482.9758188,47924.67664
Yes,No,2124.671313,44520.000102649006
No,No,297.8382216,34549.462631099304
No,No,1201.348042,35858.40429
No,No,811.2419476,26448.3285
No,No,0,36201.53887
No,No,585.8041768,30143.32851
No,No,511.321855,38510.16091
No,No,1249.1941741659698,45586.89022
No,No,48.96555026,27069.73978
No,No,863.5747099126289,32889.38396
No,No,1579.359465,50216.57163
No,No,800.6093328,50324.55493
No,Yes,1356.534691,19480.54377
Yes,Yes,1704.578529,16887.405136661102
No,Yes,528.5856887,19621.62922
No,Yes,1390.507666,15885.51078
No,Yes,333.5411962,27321.557834764502
No,No,1569.556299,36306.01944
No,No,1509.780887,43650.41851
No,No,961.2415544837752,31647.28748
No,No,1443.5074467849695,47205.34866
No,No,0,37605.37939
No,No,895.3959518,48939.73566
No,No,1355.866843,45537.95492
No,Yes,960.1139856,24326.06027
No,No,1164.4764,36997.71898
No,No,535.1829158,37042.76649
No,Yes,1424.7729274131198,21852.92988
No,No,773.1724915079269,50069.20882
No,No,685.1925696,33185.01044
No,No,343.76880609323194,51626.135693133096
No,Yes,1513.541568,23556.6905
No,No,415.0036341,37859.31446
No,No,1034.36018,25111.21255
No,No,1115.896008,21646.30595
No,Yes,748.7464309222861,17440.626550083998
No,No,291.4087289,54408.78898
No,Yes,453.9297986,12665.306995423502
No,No,889.565857,49941.088629784805
No,No,345.1906244,48111.446218411504
No,No,393.82857798366206,28362.62463
No,Yes,991.0939963,16842.436142830502
No,No,4.466457821,45157.90962
No,No,660.0589187,39163.32727
No,Yes,1168.8684032825302,18113.34377
No,No,528.8673882,38881.47626
No,No,89.33404766872879,36515.98159
No,Yes,196.77672872482103,15858.3533
No,No,1637.347759,37676.66312
No,No,574.9553577,33517.21103
No,No,969.134944,29705.04132
No,Yes,1049.241311,23332.48384
No,No,772.5312696747909,23222.73977
No,No,1304.068285,26219.32314
No,No,875.8752693550929,37160.9608
No,No,587.0745299,34975.97647
No,Yes,495.136133,15519.48512
No,No,131.63399825059298,42028.0086
No,No,1333.182128,19396.03188
Yes,No,1819.249095,49621.056171501295
No,No,953.8160755,45281.36985
No,No,327.0385825,51348.93727
No,No,989.63631,27318.94371
No,No,1109.221483,56680.13753
No,Yes,0,9321.463734
No,Yes,635.394658,18344.07546
No,No,100.021825,48377.641280773205
No,No,264.9680541,36842.82266
No,No,465.8456638,52714.08886
No,No,1227.2618,49697.04618
No,No,1378.677643,30862.99636
No,No,715.6567217,23266.13569
No,Yes,0,21719.45483
No,No,1335.230281,43660.39171
No,No,1576.903647,35117.80535
No,Yes,1232.590353,22108.58037
No,No,1613.714114,47151.609757301696
No,No,763.7431661,59856.79667
No,No,741.430159,32951.17936
No,No,325.5865499,45809.98424
Yes,No,1797.767019,47068.72460561701
No,No,899.9027004,47093.73838
Yes,No,1605.214586,26149.14822
No,No,0,42879.39694
No,No,886.6890234720081,50507.93081
No,No,1008.290635,30801.08975
No,Yes,1034.504453,19105.62822
